session_id,kind,expected_backend,generator_routed,status_count,status_codes,payload_requests,obfuscated_payload_requests,benign_near_miss_requests,variant_names,variant_tags
obf_20260602_r5_0044_ssti,ssti,ssti_api,True,6,"200,200,200,200,200,400",6,2,0,"filter_obfuscation,mixed_delimiters,base,base,base,cross_surface_continuity_check","base,benign,continuity_check,delimiter_noise,filter_usage,markdown_context"
obf_20260602_r5_0045_ssrf,ssrf,ssrf_api,True,6,"200,200,200,200,200,200",6,3,0,"redirect_hint,base,dns_rebind_style,aws_metadata_credentials,base,cross_surface_continuity_check","base,benign,cloud_metadata,continuity_check,dns_alias,internal_service,redirect_probe"
obf_20260602_r5_0046_sqli,sqli,sqli_api,True,6,"200,500,500,500,500,200",6,1,0,"base,base,base,space_as_inline_comment,base,cross_surface_continuity_check","base,benign,comment_split,continuity_check,union"
obf_20260602_r5_0047_cmdi,cmdi,cmdi_api,True,6,"400,200,200,200,200,200",6,1,0,"backtick_uname,base,base,base,base,cross_surface_continuity_check","backtick,base,benign,continuity_check"
obf_20260602_r5_0048_sqli,sqli,sqli_api,True,6,"200,500,500,500,500,200",6,2,0,"base,postgres_cast_probe,mysql_versioned_comment_union,base,base,cross_surface_continuity_check","base,benign,continuity_check,error_based,type_cast,union,versioned_comment"
obf_20260602_r5_0049_ssrf,ssrf,ssrf_api,True,6,"400,200,200,200,200,200",6,3,0,"hex_loopback,base,base,localhost_internal,mixed_case_scheme_host,cross_surface_continuity_check","base,benign,case_mixing,cloud_metadata,continuity_check,internal_service,localhost,loopback,numeric_ip"
obf_20260602_r5_0050_ssti,ssti,ssti_api,True,6,"200,200,200,200,200,400",6,3,0,"globals_os_popen,base,attribute_concat_probe,base,joiner_globals_probe,cross_surface_continuity_check","base,benign,command_probe,continuity_check,object_introspection,string_concat"
obf_20260602_r5_0051_benign,benign,,False,6,"200,200,200,200,200,200",6,0,3,"benign_baseline,benign_baseline,benign_near_miss,benign_baseline,benign_near_miss,benign_near_miss","benign,near_miss"
obf_20260602_r5_0052_benign,benign,,False,5,"200,200,200,200,200",5,0,2,"benign_baseline,benign_near_miss,benign_baseline,benign_near_miss,benign_baseline","benign,near_miss"
obf_20260602_r5_0053_benign,benign,,False,7,"200,200,200,200,200,200,200",7,0,4,"benign_near_miss,benign_near_miss,benign_baseline,benign_baseline,benign_baseline,benign_near_miss,benign_near_miss","benign,near_miss"
obf_20260602_r5_0054_benign,benign,,False,5,"200,200,200,200,200",5,0,2,"benign_baseline,benign_near_miss,benign_baseline,benign_near_miss,benign_baseline","benign,near_miss"
obf_20260602_r5_0055_benign,benign,,False,4,"200,200,200,200",4,0,1,"benign_near_miss,benign_baseline,benign_baseline,benign_baseline","benign,near_miss"
obf_20260602_r5_0056_ssrf,ssrf,ssrf_api,True,6,"500,200,200,200,200,200",6,3,0,"gcp_metadata_host,base,redirect_hint,redirect_hint,base,cross_surface_continuity_check","base,benign,cloud_metadata,continuity_check,dns_alias,redirect_probe"
obf_20260602_r5_0057_ssrf,ssrf,ssrf_api,True,6,"400,200,200,200,200,200",6,2,0,"base,base,azure_metadata_headerless,base,integer_loopback,cross_surface_continuity_check","base,benign,cloud_metadata,continuity_check,loopback,numeric_ip"
obf_20260602_r5_0058_cmdi,cmdi,cmdi_api,True,6,"400,200,200,200,200,200",6,3,0,"base,base,newline_separator,ifs_separator,backslash_space,cross_surface_continuity_check","base,benign,continuity_check,newline,separator,shell_variable,whitespace_obfuscation"
obf_20260602_r5_0059_ssti,ssti,ssti_api,True,6,"200,200,200,200,200,400",6,3,0,"base,base,globals_os_popen,globals_os_popen,markdown_heavy_expression,cross_surface_continuity_check","base,benign,command_probe,continuity_check,jinja_expression,markdown_context,object_introspection"
obf_20260602_r5_0060_ssrf,ssrf,ssrf_api,True,6,"200,200,200,200,200,200",6,3,0,"redirect_hint,base,base,redirect_hint,ftp_scheme_probe,cross_surface_continuity_check","base,benign,cloud_metadata,continuity_check,redirect_probe,scheme_probe"
obf_20260602_r6_0001_sqli,sqli,sqli_api,True,6,"200,500,500,500,500,200",6,0,0,"base,base,base,base,base,cross_surface_continuity_check","base,benign,continuity_check"
obf_20260602_r6_0002_benign,benign,,False,4,"200,200,200,200",4,0,1,"benign_baseline,benign_baseline,benign_near_miss,benign_baseline","benign,near_miss"
obf_20260602_r6_0003_sqli,sqli,sqli_api,True,6,"200,500,500,500,500,200",6,0,0,"base,base,base,base,base,cross_surface_continuity_check","base,benign,continuity_check"
obf_20260602_r6_0004_cmdi,cmdi,cmdi_api,True,6,"400,200,200,200,200,200",6,0,0,"base,base,base,base,base,cross_surface_continuity_check","base,benign,continuity_check"
obf_20260602_r6_0005_benign,benign,,False,3,"200,200,200",3,0,0,"benign_baseline,benign_baseline,benign_baseline",benign
obf_20260602_r6_0006_sqli,sqli,sqli_api,True,6,"200,500,500,500,500,200",6,0,0,"base,base,base,base,base,cross_surface_continuity_check","base,benign,continuity_check"
obf_20260602_r6_0007_benign,benign,,False,4,"200,200,200,200",4,0,1,"benign_near_miss,benign_baseline,benign_baseline,benign_baseline","benign,near_miss"
obf_20260602_r6_0008_ssti,ssti,ssti_api,True,6,"200,200,200,200,200,400",6,0,0,"base,base,base,base,base,cross_surface_continuity_check","base,benign,continuity_check"
obf_20260602_r6_0009_ssrf,ssrf,ssrf_api,True,6,"400,200,200,200,200,200",6,0,0,"base,base,base,base,base,cross_surface_continuity_check","base,benign,continuity_check"
obf_20260602_r6_0010_ssti,ssti,ssti_api,True,6,"200,200,200,200,200,400",6,0,0,"base,base,base,base,base,cross_surface_continuity_check","base,benign,continuity_check"
obf_20260602_r6_0011_ssti,ssti,ssti_api,True,6,"200,200,200,200,200,400",6,0,0,"base,base,base,base,base,cross_surface_continuity_check","base,benign,continuity_check"
obf_20260602_r6_0012_cmdi,cmdi,cmdi_api,True,6,"400,200,200,200,200,200",6,0,0,"base,base,base,base,base,cross_surface_continuity_check","base,benign,continuity_check"
obf_20260602_r6_0013_benign,benign,,False,3,"200,200,200",3,0,0,"benign_baseline,benign_baseline,benign_baseline",benign
obf_20260602_r6_0014_benign,benign,,False,4,"200,200,200,200",4,0,1,"benign_baseline,benign_baseline,benign_near_miss,benign_baseline","benign,near_miss"
obf_20260602_r6_0015_benign,benign,,False,3,"200,200,200",3,0,0,"benign_baseline,benign_baseline,benign_baseline",benign
obf_20260602_r6_0016_ssti,ssti,ssti_api,True,6,"200,200,200,200,200,400",6,0,0,"base,base,base,base,base,cross_surface_continuity_check","base,benign,continuity_check"
obf_20260602_r6_0017_benign,benign,,False,3,"200,200,200",3,0,0,"benign_baseline,benign_baseline,benign_baseline",benign
obf_20260602_r6_0018_ssrf,ssrf,ssrf_api,True,6,"400,200,200,200,200,200",6,0,0,"base,base,base,base,base,cross_surface_continuity_check","base,benign,continuity_check"
obf_20260602_r6_0019_ssrf,ssrf,ssrf_api,True,6,"400,200,200,200,200,200",6,0,0,"base,base,base,base,base,cross_surface_continuity_check","base,benign,continuity_check"
obf_20260602_r6_0020_ssti,ssti,ssti_api,True,6,"200,200,200,200,200,400",6,0,0,"base,base,base,base,base,cross_surface_continuity_check","base,benign,continuity_check"
obf_20260602_r6_0021_sqli,sqli,sqli_api,True,6,"200,500,500,500,500,200",6,0,0,"base,base,base,base,base,cross_surface_continuity_check","base,benign,continuity_check"
obf_20260602_r6_0022_ssrf,ssrf,ssrf_api,True,6,"400,200,200,200,200,200",6,0,0,"base,base,base,base,base,cross_surface_continuity_check","base,benign,continuity_check"
obf_20260602_r6_0023_sqli,sqli,sqli_api,True,6,"200,500,500,500,500,200",6,0,0,"base,base,base,base,base,cross_surface_continuity_check","base,benign,continuity_check"
obf_20260602_r6_0024_ssrf,ssrf,ssrf_api,True,6,"400,200,200,200,200,200",6,0,0,"base,base,base,base,base,cross_surface_continuity_check","base,benign,continuity_check"
obf_20260602_r6_0025_benign,benign,,False,3,"200,200,200",3,0,0,"benign_baseline,benign_baseline,benign_baseline",benign
obf_20260602_r6_0026_cmdi,cmdi,cmdi_api,True,6,"400,200,200,200,200,200",6,0,0,"base,base,base,base,base,cross_surface_continuity_check","base,benign,continuity_check"
obf_20260602_r6_0027_ssrf,ssrf,ssrf_api,True,6,"400,200,200,200,200,200",6,0,0,"base,base,base,base,base,cross_surface_continuity_check","base,benign,continuity_check"
obf_20260602_r6_0028_cmdi,cmdi,cmdi_api,True,6,"400,200,200,200,200,200",6,0,0,"base,base,base,base,base,cross_surface_continuity_check","base,benign,continuity_check"
obf_20260602_r6_0029_sqli,sqli,sqli_api,True,6,"200,500,500,500,500,200",6,0,0,"base,base,base,base,base,cross_surface_continuity_check","base,benign,continuity_check"
obf_20260602_r6_0030_cmdi,cmdi,cmdi_api,True,6,"400,200,200,200,200,200",6,0,0,"base,base,base,base,base,cross_surface_continuity_check","base,benign,continuity_check"
obf_20260602_r6_0031_ssrf,ssrf,ssrf_api,True,6,"400,200,200,200,200,200",6,0,0,"base,base,base,base,base,cross_surface_continuity_check","base,benign,continuity_check"
obf_20260602_r6_0032_sqli,sqli,sqli_api,True,6,"200,500,500,500,500,200",6,0,0,"base,base,base,base,base,cross_surface_continuity_check","base,benign,continuity_check"
obf_20260602_r6_0033_ssti,ssti,ssti_api,True,6,"200,200,200,200,200,400",6,0,0,"base,base,base,base,base,cross_surface_continuity_check","base,benign,continuity_check"
obf_20260602_r6_0034_cmdi,cmdi,cmdi_api,True,6,"400,200,200,200,200,200",6,0,0,"base,base,base,base,base,cross_surface_continuity_check","base,benign,continuity_check"
obf_20260602_r6_0035_cmdi,cmdi,cmdi_api,True,6,"400,200,200,200,200,200",6,0,0,"base,base,base,base,base,cross_surface_continuity_check","base,benign,continuity_check"
obf_20260602_r6_0036_ssti,ssti,ssti_api,True,6,"200,200,200,200,200,400",6,0,0,"base,base,base,base,base,cross_surface_continuity_check","base,benign,continuity_check"
obf_20260602_r6_0037_sqli,sqli,sqli_api,True,6,"200,500,500,500,500,200",6,0,0,"base,base,base,base,base,cross_surface_continuity_check","base,benign,continuity_check"
obf_20260602_r6_0038_ssrf,ssrf,ssrf_api,True,6,"400,200,200,200,200,200",6,0,0,"base,base,base,base,base,cross_surface_continuity_check","base,benign,continuity_check"
obf_20260602_r6_0039_benign,benign,,False,4,"200,200,200,200",4,0,1,"benign_baseline,benign_near_miss,benign_baseline,benign_baseline","benign,near_miss"
obf_20260602_r6_0040_cmdi,cmdi,cmdi_api,True,6,"400,200,200,200,200,200",6,0,0,"base,base,base,base,base,cross_surface_continuity_check","base,benign,continuity_check"
obf_20260602_r6_0041_benign,benign,,False,4,"200,200,200,200",4,0,1,"benign_near_miss,benign_baseline,benign_baseline,benign_baseline","benign,near_miss"
obf_20260602_r6_0042_sqli,sqli,sqli_api,True,6,"200,500,500,500,500,200",6,0,0,"base,base,base,base,base,cross_surface_continuity_check","base,benign,continuity_check"
obf_20260602_r6_0043_ssti,ssti,ssti_api,True,6,"200,200,200,200,200,400",6,0,0,"base,base,base,base,base,cross_surface_continuity_check","base,benign,continuity_check"
obf_20260602_r6_0044_cmdi,cmdi,cmdi_api,True,6,"400,200,200,200,200,200",6,0,0,"base,base,base,base,base,cross_surface_continuity_check","base,benign,continuity_check"
obf_20260602_r6_0045_benign,benign,,False,4,"200,200,200,200",4,0,1,"benign_baseline,benign_baseline,benign_baseline,benign_near_miss","benign,near_miss"
obf_20260602_r6_0046_benign,benign,,False,3,"200,200,200",3,0,0,"benign_baseline,benign_baseline,benign_baseline",benign
obf_20260602_r6_0047_ssti,ssti,ssti_api,True,6,"200,200,200,200,200,400",6,0,0,"base,base,base,base,base,cross_surface_continuity_check","base,benign,continuity_check"
obf_20260602_r6_0048_ssrf,ssrf,ssrf_api,True,6,"400,200,200,200,200,200",6,0,0,"base,base,base,base,base,cross_surface_continuity_check","base,benign,continuity_check"
